ID,Player,Alignment,Faction Outcome,First Hit,Last Hit,# of Hits,"Death/
 Survival",Inactive,GM,Mod,Spec,Game Type,Game #,,Broken,Role,,,,,,,,
2484,Magestar,G,W,,,0,S,,,,,MR,19,MR19,,,,,,,,,,
2485,Assassin in Burgundy,G,W,,,0,S,,,,,MR,19,MR19,,,,,,,,,,
2486,Doctor 12,E,W,,,0,S,,,,,MR,19,MR19,,,,,,,,,,
2487,Jondesu,G,W,,,0,S,,,,,MR,19,MR19,,,,,,,,,,
2488,Arinian,G,L,2,2,1,N,,,,,MR,19,MR19,,,,,,,,,,
2489,Manukos,E,W,,,0,S,,,,,MR,19,MR19,,,,,,,,,,
2490,Droughtbringer,E,W,,,0,S,,,,,MR,19,MR19,,,,,,,,,,
2491,Berenion,G,W,,,0,S,,,,,MR,19,MR19,,,,,,,,,,
2492,Drake Marshall,G,L,3,3,1,L,,,,,MR,19,MR19,,,,,,,,,,
2493,Meta,,,,,,,,Y,,,AG,3,AG3,,GM,,,,,,,,
2494,Gamma,G,L,9,9,1,L,,,,,AG,3,AG3,,,,,,,,,,
2495,little wilson,E,W,1,,1,S,,,,,AG,3,AG3,,,,,,,,,,
2496,Alvron,,,,,,,,,Y,,AG,3,AG3,,IM,,,,,,,,
2497,Herowannabe,E,W,,,0,S,,,,,AG,3,AG3,,,,,,,,,,
2498,A Joe in the Bush,G,L,12,,1,S,,,,,AG,3,AG3,,,,,,,,,,
2499,Wyrmhero,E,W,,,0,S,,,,,AG,3,AG3,,,,,,,,,,
2500,Sart,G,L,13,13,1,L,,,,,AG,3,AG3,,,,,,,,,,
2501,Araris Valerian,E,W,,,0,S,,,,,AG,3,AG3,,,,,,,,,,
2502,Seonid,G,L,14,14,1,E,,,,,AG,3,AG3,,,,,,,,,,
2503,Kipper,G,L,2,2,1,E,,,,,AG,3,AG3,,,,,,,,,,
2504,Wonko the Sane,G,L,,,0,S,,,,,AG,3,AG3,,,,,,,,,,
2505,Orlok Tsubodai,G,L,,,0,S,,,,,AG,3,AG3,,,,,,,,,,
2506,Silverblade5,G,L,8,8,1,E,,,,,AG,3,AG3,,,,,,,,,,
2507,TheMightyLopen,G,L,4,4,2,E,,,,,AG,3,AG3,,,,,,,,,,
2508,STINK,G,L,,,0,S,,,,,AG,3,AG3,,,,,,,,,,
2509,Arraenae,G,L,4,8,2,E,,,,,AG,3,AG3,,,,,,,,,,
2510,Elbereth,G,L,13,13,1,E,,,,,AG,3,AG3,,,,,,,,,,
2511,Straw,G,L,3,3,1,E,,,,,AG,3,AG3,,,,,,,,,,
2512,Bugsy,G,L,1,1,1,E,,,,,AG,3,AG3,,,,,,,,,,
2513,Nyali,E,W,5,5,1,L,,,,,AG,3,AG3,,,,,,,,,,
2514,Conquestor,G,L,14,14,1,L,,,,,AG,3,AG3,,,,,,,,,,
2515,Young Bard,,,,,,,,,,Y,AG,3,AG3,,Spec,,,,,,,,
2516,Ecthelion,G,L,1,1,1,L,,,,,AG,3,AG3,,,,,,,,,,
2517,Elenion,G,L,9,9,1,E,,,,,AG,3,AG3,,,,,,,,,,
2518,Magestar,G,L,12,12,1,L,,,,,AG,3,AG3,,,,,,,,,,
2519,Assassin in Burgundy,G,L,11,11,1,L,,,,,AG,3,AG3,,,,,,,,,,
2520,daniyah,,,,,,,,,,Y,AG,3,AG3,,Spec,,,,,,,,
2521,Dalinar Kholin,E,W,2,3,3,L,,,,,AG,3,AG3,,,,,,,,,,
2522,Doctor 12,G,L,5,5,1,E,,,,,AG,3,AG3,,,,,,,,,,
2523,_Stick_,G,L,,,0,S,,,,,AG,3,AG3,,,,,,,,,,
2524,Jondesu,G,L,3,15,1,E,,,,,AG,3,AG3,,,,,,,,,,
2525,Arinian,G,L,7,7,1,E,,,,,AG,3,AG3,,,,,,,,,,
2526,Manukos,G,L,8,8,1,L,,,,,AG,3,AG3,,,,,,,,,,
2527,Droughtbringer,G,L,1,1,1,E,,,,,AG,3,AG3,,,,,,,,,,
2528,Drake Marshall,G,L,7,7,1,L,,,,,AG,3,AG3,,,,,,,,,,
2529,Hemalurgic Headshot,G,L,6,1,2,L,,,,,AG,3,AG3,,,,,,,,,,
2530,Madagascar,G,L,5,6,2,E,,,,,AG,3,AG3,,,,,,,,,,
2531,Alvron,,,,,,,,,Y,,QF,21,QF21,,IM,,,,,,,,
2532,A Joe in the Bush,E,L,5,5,1,L,,,,,QF,21,QF21,,,,,,,,,,
2533,Seonid,G,W,6,6,1,L,,,,,QF,21,QF21,,,,,,,,,,
2534,Silverblade5,G,W,2,2,1,L,,,,,QF,21,QF21,,,,,,,,,,
2535,TheMightyLopen,G,W,4,4,1,L,,,,,QF,21,QF21,,,,,,,,,,
2536,STINK,,,,,,,,,,Y,QF,21,QF21,,Spec,,,,,,,,
2537,Amanuensis,G,W,,,0,S,,,,,QF,21,QF21,,,,,,,,,,
2538,Bugsy,,,,,,,,,,Y,QF,21,QF21,,Spec,,,,,,,,
2539,AliasSheep,,,,,,,,Y,,,QF,21,QF21,,GM,,,,,,,,
2540,Conquestor,G,W,,3,0,I,Y,,,,QF,21,QF21,,,,,,,,,,
2541,Young Bard,G,W,7,7,1,L,,,,,QF,21,QF21,,,,,,,,,,
2542,Ecthelion,G,W,,1,0,I,Y,,,,QF,21,QF21,,,,,,,,,,
2543,Magestar,G,W,,,0,S,,,,,QF,21,QF21,,,,,,,,,,
2544,Assassin in Burgundy,G,W,,,0,S,,,,,QF,21,QF21,,,,,,,,,,
2545,daniyah,G,W,,,0,S,,,,,QF,21,QF21,,,,,,,,,,
2546,Doctor 12,,,,,,,,Y,,,QF,21,QF21,,GM,,,,,,,,
2547,_Stick_,G,W,3,3,1,L,,,,,QF,21,QF21,,,,,,,,,,
2548,Darkness Ascendant,G,W,1,1,1,L,,,,,QF,21,QF21,,,,,,,,,,
2549,Arinian,G,W,,,0,S,,,,,QF,21,QF21,,,,,,,,,,
2550,Droughtbringer,E,L,,2,0,I,Y,,,,QF,21,QF21,,,,,,,,,,
2551,Drake Marshall,E,L,8,8,1,L,,,,,QF,21,QF21,,,,,,,,,,
2552,Meta,,,,,,,,,Y,,LG,30,LG30,,IM,,,,,,,,
2553,Quiver,G,L,,,0,O,,,,,LG,30,LG30,,,,,,,,,,
2554,Alvron,E,W,,,0,S,,,,,LG,30,LG30,,,,,,,,,,
2555,A Joe in the Bush,G,L,9,9,1,E,,,,,LG,30,LG30,,,,,,,,,,
2556,TheSilverDragon,G,L,,,0,S,,,,,LG,30,LG30,,,,,,,,,,
2557,TheMightyLopen,G,L,,,0,O,,,,,LG,30,LG30,,,,,,,,,,
2558,STINK,,,,,,,,Y,,,LG,30,LG30,,GM,,,,,,,,
2559,Amanuensis,,,,,,,,Y,,,LG,30,LG30,,GM,,,,,,,,
2560,Arraenae,G,L,5,5,1,E,,,,,LG,30,LG30,,,,,,,,,,
2561,Elbereth,G,L,,,0,S,,,,,LG,30,LG30,,,,,,,,,,
2562,Straw,,,,,,,,,,Y,LG,30,LG30,,Spec,,,,,,,,
2563,AliasSheep,G,L,3,3,1,E,,,,,LG,30,LG30,,,,,,,,,,
2564,Ecthelion,E,W,,,0,S,,,,,LG,30,LG30,,,,,,,,,,
2565,Magestar,G,L,7,7,1,E,,,,,LG,30,LG30,,,,,,,,,,
2566,Assassin in Burgundy,G,L,,,0,S,,,,,LG,30,LG30,,,,,,,,,,
2567,daniyah,,,,,,,,,,Y,LG,30,LG30,,Spec,,,,,,,,
2568,Doctor 12,E,W,,,0,S,,,,,LG,30,LG30,,,,,,,,,,
2569,Darkness Ascendant,G,L,,,0,O,,,,,LG,30,LG30,,,,,,,,,,
2570,Jondesu,G,L,8,8,1,E,,,,,LG,30,LG30,,,,,,,,,,
2571,JUQ,G,L,,,0,S,,,,,LG,30,LG30,,,,,,,,,,
2572,Arinian,G,L,8,8,1,L,,,,,LG,30,LG30,,,,,,,,,,
2573,Droughtbringer,G,L,8,8,1,E,,,,,LG,30,LG30,,,,,,,,,,
2574,Drake Marshall,G,L,,,0,O,,,,,LG,30,LG30,,,,,,,,,,
2575,Hemalurgic Headshot,G,L,6,6,1,E,,,,,LG,30,LG30,,,,,,,,,,
2576,DeTess,E,W,,,0,S,,,,,LG,30,LG30,,,,,,,,,,
2577,Shqueeves,G,L,,,0,O,,,,,LG,30,LG30,,,,,,,,,,
2578,the lazy anarchist,E,W,,,0,S,,,,,LG,30,LG30,,,,,,,,,,
2579,little wilson,,,,,,,,,Y,,MR,20,MR20,,IM,,,,,,,,
2580,Alvron,G,L,9,9,1,L,,,,,MR,20,MR20,,,,,,,,,,
2581,A Joe in the Bush,,,,,,,,Y,,,MR,20,MR20,,GM,,,,,,,,
2582,Sart,G,L,7,7,1,E,,,,,MR,20,MR20,,,,,,,,,,
2583,Seonid,G,L,5,5,1,L,,,,,MR,20,MR20,,,,,,,,,,
2584,Phattemer,G,L,9,9,1,E,,,,,MR,20,MR20,,,,,,,,,,
2585,Silverblade5,G,L,3,3,1,E,,,,,MR,20,MR20,,,,,,,,,,
2586,TheMightyLopen,G,L,6,8,4,E,,,,,MR,20,MR20,,,,,,,,,,
2587,Amanuensis,,,,,,,,,,Y,MR,20,MR20,,Spec,,,,,,,,
2588,Straw,G,L,1,4,2,E,,,,,MR,20,MR20,,,,,,,,,,
2589,Bugsy,G,L,1,7,3,L,,,,,MR,20,MR20,,,,,,,,,,
2590,Conquestor,G,L,4,4,1,F,,,,,MR,20,MR20,,,,,,,,,,
2591,Ecthelion,G,L,2,1,3,E,,,,,MR,20,MR20,,,,,,,,,,
2592,Elenion,G,L,4,4,1,L,,,,,MR,20,MR20,,,,,,,,,,
2593,Magestar,E,W,8,,2,S,,,,,MR,20,MR20,,,,,,,,,,
2594,Assassin in Burgundy,G,L,9,9,1,E,,,,,MR,20,MR20,,,,,,,,,,
2595,daniyah,G,L,1,1,1,E,,,,,MR,20,MR20,,,,,,,,,,
2596,Doctor 12,G,L,4,5,3,E,,,,,MR,20,MR20,,,,,,,,,,
2597,_Stick_,G,L,7,7,1,L,,,,,MR,20,MR20,,,,,,,,,,
2598,Darkness Ascendant,G,L,3,3,3,L,,,,,MR,20,MR20,,,,,,,,,,
2599,Jondesu,G,L,2,2,1,L,,,,,MR,20,MR20,,,,,,,,,,
2600,Arinian,G,L,2,2,1,E,,,,,MR,20,MR20,,,,,,,,,,
2601,Droughtbringer,G,L,6,6,2,L,,,,,MR,20,MR20,,,,,,,,,,
2602,Bartimaeus,G,L,8,8,1,L,,,,,MR,20,MR20,,,,,,,,,,
2603,daniyah,,,,,,,,,,Y,LG,31,LG31,,Spec,,,,,,,,
2604,little wilson,,,,,,,,,Y,,LG,31,LG31,,IM,,,,,,,,
2605,A Joe in the Bush,E,L,2,2,1,V,,,,,LG,31,LG31,,,,,,,,,,
2606,Sart,,,,,,,,,,Y,LG,31,LG31,,Spec,,,,,,,,
2607,Phattemer,G,W,1,1,1,L,,,,,LG,31,LG31,,,,,,,,,,
2608,Orlok Tsubodai,G,W,,,0,S,,,,,LG,31,LG31,,,,,,,,,,
2609,Silverblade5,G,W,,,0,S,,,,,LG,31,LG31,,,,,,,,,,
2610,TheMightyLopen,,,,,,,,,,Y,LG,31,LG31,,Spec,,,,,,,,
2611,Amanuensis,G,W,,,0,S,,,,,LG,31,LG31,,,,,,,,,,
2612,Elbereth,,,,,,,,Y,,,LG,31,LG31,,GM,,,,,,,,
2613,Straw,G,W,,,0,S,,,,,LG,31,LG31,,,,,,,,,,
2614,Conquestor,,,,,,,,Y,,,LG,31,LG31,,GM,,,,,,,,
2615,Ecthelion,E,L,1,1,1,N,,,,,LG,31,LG31,,,,,,,,,,
2616,Elenion,E,L,2,2,1,V,,,,,LG,31,LG31,,,,,,,,,,
2617,Magestar,G,W,1,1,2,E,,,,,LG,31,LG31,,,,,,,,,,
2618,_Stick_,G,W,,,0,S,,,,,LG,31,LG31,,,,,,,,,,
2619,Darkness Ascendant,,,,,,,,Y,,,LG,31,LG31,,GM,,,,,,,,
2620,Jondesu,N,L,,,0,S,,,,,LG,31,LG31,,,,,,,,,,
2621,Arinian,G,W,2,2,1,E,,,,,LG,31,LG31,,,,,,,,,,
2622,Droughtbringer,G,W,2,2,1,E,,,,,LG,31,LG31,,,,,,,,,,
2623,Hemalurgic Headshot,G,W,2,2,1,L,,,,,LG,31,LG31,,,,,,,,,,
2624,DeTess,G,W,1,1,1,F,,,,,LG,31,LG31,,,,,,,,,,
2625,Bort,G,W,,,0,S,,,,,LG,31,LG31,,,,,,,,,,
2626,Szeth-son-son-Mallano,G,W,,,0,S,,,,,LG,31,LG31,,,,,,,,,,
2627,A Joe in the Bush,,,,,,,,,,Y,QF,22,QF22,,Spec,,,,,,,,
2628,Wyrmhero,,,,,,,,Y,,,QF,22,QF22,,GM,,,,,,,,
2629,Sart,G,L,2,2,1,L,,,,,QF,22,QF22,,,,,,,,,,
2630,Phattemer,G,L,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2631,Orlok Tsubodai,E,W,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2632,Silverblade5,,,,,,,,,,Y,QF,22,QF22,,Spec,,,,,,,,
2633,TheMightyLopen,E,W,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2634,STINK,G,L,3,3,1,E,,,,,QF,22,QF22,,,,,,,,,,
2635,Amanuensis,G,L,2,2,1,E,,,,,QF,22,QF22,,,,,,,,,,
2636,Arraenae,G,L,1,1,1,E,,,,,QF,22,QF22,,,,,,,,,,
2637,Elbereth,G,L,2,2,1,L,,,,,QF,22,QF22,,,,,,,,,,
2638,Straw,E,W,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2639,Ecthelion,E,W,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2640,Elenion,G,L,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2641,Magestar,E,W,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2642,_Stick_,E,W,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2643,Darkness Ascendant,,,,,,,,,,Y,QF,22,QF22,,Spec,,,,,,,,
2644,Jondesu,G,L,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2645,Arinian,G,L,3,3,1,E,,,,,QF,22,QF22,,,,,,,,,,
2646,Manukos,G,L,3,3,1,L,,,,,QF,22,QF22,,,,,,,,,,
2647,Droughtbringer,G,L,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2648,Drake Marshall,G,L,1,1,1,E,,,,,QF,22,QF22,,,,,,,,,,
2649,Hemalurgic Headshot,G,L,3,3,1,L,,,,,QF,22,QF22,,,,,,,,,,
2650,DeTess,G,L,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2651,Bort,G,L,2,2,1,E,,,,,QF,22,QF22,,,,,,,,,,
2652,Figberts,G,L,,,0,S,,,,,QF,22,QF22,,,,,,,,,,
2653,Meta,G,W,4,5,2,E,,,,,LG,32,LG32,,,,,,,,,,
2654,little wilson,G,W,8,,1,S,,,,,LG,32,LG32,,,,,,,,,,
2655,Alvron,,,,,,,,,Y,,LG,32,LG32,,IM,,,,,,,,
2656,Aonar,G,W,7,7,1,E,,,,,LG,32,LG32,,,,,,,,,,
2657,Herowannabe,B,L,4,1,2,L,,,,,LG,32,LG32,,,,,,,,,,
2658,Sart,G,W,1,1,1,L,,,,,LG,32,LG32,,,,,,,,,,
2659,Araris Valerian,G,W,7,7,1,E,,,,,LG,32,LG32,,,,,,,,,,
2660,Kipper,E,L,5,,1,I,Y,,,,LG,32,LG32,,,,,,,,,,
2661,Orlok Tsubodai,,,,,,,,Y,,,LG,32,LG32,,GM,,,,,,,,
2662,Silverblade5,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2663,TheMightyLopen,G,W,9,9,1,E,,,,,LG,32,LG32,,,,,,,,,,
2664,STINK,,,,,,,,Y,,,LG,32,LG32,,GM,,,,,,,,
2665,Amanuensis,G,W,1,1,1,F,,,,,LG,32,LG32,,,,,,,,,,
2666,Arraenae,B,L,8,9,2,L,,,,,LG,32,LG32,,,,,,,,,,
2667,Elbereth,,,,,,,,,,Y,LG,32,LG32,,Spec,,,,,,,,
2668,Mark IV,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2669,Bugsy,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2670,Ecthelion,G,W,4,6,2,L,,,,,LG,32,LG32,,,,,,,,,,
2671,Elenion,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2672,Magestar,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2673,Dalinar Kholin,G,W,2,2,1,F,,,,,LG,32,LG32,,,,,,,,,,
2674,_Stick_,,,,,,,,,,Y,LG,32,LG32,,Spec,,,,,,,,
2675,Darkness Ascendant,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2676,Jondesu,B,L,7,7,1,V,,,,,LG,32,LG32,,,,,,,,,,
2677,Arinian,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2678,Manukos,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2679,Droughtbringer,G,W,2,2,1,L,,,,,LG,32,LG32,,,,,,,,,,
2680,Drake Marshall,G,W,3,3,1,L,,,,,LG,32,LG32,,,,,,,,,,
2681,Hemalurgic Headshot,G,W,11,11,1,L,,,,,LG,32,LG32,,,,,,,,,,
2682,DeTess,B,L,7,8,2,L,,,,,LG,32,LG32,,,,,,,,,,
2683,Figberts,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2684,Yitzi2,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2685,Iamspartacus,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2686,Ornstein,G,W,3,3,1,E,,,,,LG,32,LG32,,,,,,,,,,
2687,OmeGaster,G,W,,,0,S,,,,,LG,32,LG32,,,,,,,,,,
2688,Droughtbringer,,,,,,,,,,Y,MR,21,MR21,Y,Spec,,,,,,,,
2689,Alvron,,,,,,,,,Y,,MR,21,MR21,Y,IM,,,,,,,,
2690,A Joe in the Bush,E,W,,,0,S,,,,,MR,21,MR21,Y,,,,,,,,,
2691,Sart,,,,,,,,Y,,,MR,21,MR21,Y,GM,,,,,,,,
2692,Seonid,G,L,5,5,1,E,,,,,MR,21,MR21,Y,,,,,,,,,
2693,Orlok Tsubodai,G,L,,,0,S,,,,,MR,21,MR21,Y,,,,,,,,,
2694,Silverblade5,G,L,2,2,1,E,,,,,MR,21,MR21,Y,,,,,,,,,
2695,Paranoid King,G,L,3,3,1,E,,,,,MR,21,MR21,Y,,,,,,,,,
2696,TheMightyLopen,G,L,4,4,1,E,,,,,MR,21,MR21,Y,,,,,,,,,
2697,Amanuensis,E,W,,,0,S,,,,,MR,21,MR21,Y,,,,,,,,,
2698,Straw,G,L,1,1,1,L,,,,,MR,21,MR21,Y,,,,,,,,,
2699,Ecthelion,G,L,3,3,1,L,,,,,MR,21,MR21,Y,,,,,,,,,
2700,Elenion,E,W,,,0,S,,,,,MR,21,MR21,Y,,,,,,,,,
2701,Frozen Mint,E,W,,,0,S,,,,,MR,21,MR21,Y,,,,,,,,,
2702,_Stick_,G,L,2,2,1,L,,,,,MR,21,MR21,Y,,,,,,,,,
2703,Darkness Ascendant,G,L,1,1,1,E,,,,,MR,21,MR21,Y,,,,,,,,,
2704,Jondesu,E,W,5,5,1,L,,,,,MR,21,MR21,Y,,,,,,,,,
2705,Hemalurgic Headshot,G,L,,,0,S,,,,,MR,21,MR21,Y,,,,,,,,,
2706,DeTess,G,L,,,0,S,,,,,MR,21,MR21,Y,,,,,,,,,
2707,Ornstein,G,L,4,4,1,L,,,,,MR,21,MR21,Y,,,,,,,,,
2708,BrightnessRadiant,G,L,4,4,1,E,,,,,MR,21,MR21,Y,,,,,,,,,
2709,Meta,,,,,,,,,Y,,LG,33,LG33,Y,IM,,,,,,,,
2710,little wilson,G,W,3,3,2,N,,,,,LG,33,LG33,Y,,,,,,,,,
2711,Alvron,E,L,5,,2,O,,,,,LG,33,LG33,Y,,,,,,,,,
2712,Aonar,E,L,3,4,4,V,,,,,LG,33,LG33,Y,,,,,,,,,
2713,A Joe in the Bush,G,W,3,,1,S,,,,,LG,33,LG33,Y,,,,,,,,,
2714,Sart,G,W,,,0,O,,,,,LG,33,LG33,Y,,,,,,,,,
2715,Eolhondras,G,W,3,6,2,N,,,,,LG,33,LG33,Y,,,,,,,,,
2716,Haelbarde,G,W,,,0,O,,,,,LG,33,LG33,Y,,,,,,,,,
2717,Orlok Tsubodai,E,L,1,1,1,O,,,,,LG,33,LG33,Y,,,,,,,,,
2718,Silverblade5,G,W,1,6,2,N,,,,,LG,33,LG33,Y,,,,,,,,,
2719,Burnt Spaghetti,G,W,3,,1,S,,,,,LG,33,LG33,Y,,,,,,,,,
2720,Paranoid King,G,W,2,,2,S,,,,,LG,33,LG33,Y,,,,,,,,,
2721,TheMightyLopen,,,,,,,,Y,,,LG,33,LG33,Y,GM,,,,,,,,
2722,STINK,E,L,4,4,1,N,,,,,LG,33,LG33,Y,,,,,,,,,
2723,Amanuensis,G,W,7,7,1,F,,,,,LG,33,LG33,Y,,,,,,,,,
2724,Elbereth,,,,,,,,Y,,,LG,33,LG33,Y,GM,,,,,,,,
2725,Queensteph,G,W,7,8,3,E,,,,,LG,33,LG33,Y,,,,,,,,,
2726,Straw,G,W,,,0,S,,,,,LG,33,LG33,Y,,,,,,,,,
2727,Elenion,,,,,,,,,,Y,LG,33,LG33,Y,Spec,,,,,,,,
2728,Magestar,G,W,1,,1,O,,,,,LG,33,LG33,Y,,,,,,,,,
2729,Assassin in Burgundy,G,W,3,3,1,N,,,,,LG,33,LG33,Y,,,,,,,,,
2730,_Stick_,G,W,5,7,5,F,,,,,LG,33,LG33,Y,,,,,,,,,
2731,Darkness Ascendant,G,W,2,2,1,N,,,,,LG,33,LG33,Y,,,,,,,,,
2732,Jondesu,G,W,5,,1,O,,,,,LG,33,LG33,Y,,,,,,,,,
2733,Arinian,G,W,,,0,S,,,,,LG,33,LG33,Y,,,,,,,,,
2734,Droughtbringer,,,,,,,,Y,,,LG,33,LG33,Y,GM,,,,,,,,
2735,Drake Marshall,G,W,4,4,2,F,,,,,LG,33,LG33,Y,,,,,,,,,
2736,Hemalurgic Headshot,E,L,5,6,3,V,,,,,LG,33,LG33,Y,,,,,,,,,
2737,DeTess,G,W,2,2,2,E,,,,,LG,33,LG33,Y,,,,,,,,,
2738,Ornstein,G,W,3,3,1,N,,,,,LG,33,LG33,Y,,,,,,,,,
2739,BrightnessRadiant,G,W,5,,5,S,,,,,LG,33,LG33,Y,,,,,,,,,
2740,Roadwalker,E,L,9,9,1,V,,,,,LG,33,LG33,Y,,,,,,,,,
2741,little wilson,,,,,,,,,,Y,QF,23,QF23,,Spec,,,,,,,,
2742,Alvron,,,,,,,,,Y,,QF,23,QF23,,IM,,,,,,,,
2743,Herowannabe,G,L,5,6,1,L,,,,,QF,23,QF23,,,,,,,,,,
2744,A Joe in the Bush,,,,,,,,Y,,,QF,23,QF23,,GM,,,,,,,,
2745,Sart,G,L,1,1,1,F,,,,,QF,23,QF23,,,,,,,,,,
2746,Seonid,G,L,3,3,1,E,,,,,QF,23,QF23,,,,,,,,,,
2747,Unodus,G,L,5,5,1,F,,,,,QF,23,QF23,,,,,,,,,,
2748,Orlok Tsubodai,E,W,,,0,S,,,,,QF,23,QF23,,,,,,,,,,
2749,Bridge Boy/Elithanathile,G,L,1,1,1,L,,,,,QF,23,QF23,,,,,,,,,,
2750,TheMightyLopen,E,W,5,5,1,V,,,,,QF,23,QF23,,,,,,,,,,
2751,Elbereth,E,W,6,6,1,L,,,,,QF,23,QF23,,,,,,,,,,
2752,Queensteph,G,L,6,6,1,E,,,,,QF,23,QF23,,,,,,,,,,
2753,Cloudjumper,G,L,2,2,1,L,,,,,QF,23,QF23,,,,,,,,,,
2754,Ecthelion,G,L,4,4,1,L,,,,,QF,23,QF23,,,,,,,,,,
2755,Magestar,G,L,3,3,1,L,,,,,QF,23,QF23,,,,,,,,,,
2756,_Stick_,G,L,2,2,1,E,,,,,QF,23,QF23,,,,,,,,,,
2757,Droughtbringer,E,W,5,5,1,V,,,,,QF,23,QF23,,,,,,,,,,
2758,DeTess,G,L,4,5,1,E,,,,,QF,23,QF23,,,,,,,,,,
2759,Yitzi2,G,L,,,0,S,,,,,QF,23,QF23,,,,,,,,,,
2760,Ornstein,G,L,6,6,1,F,,,,,QF,23,QF23,,,,,,,,,,
2761,BrightnessRadiant,E,W,4,4,1,V,,,,,QF,23,QF23,,,,,,,,,,
2762,Roadwalker,G,L,2,2,1,F,,,,,QF,23,QF23,,,,,,,,,,
2763,Jedal,G,L,5,5,1,L,,,,,QF,23,QF23,,,,,,,,,,
2764,Quiver,G,D,,,0,S,,,,,MR,22,MR22,,,,,,,,,,
2765,little wilson,,,,,,,,,Y,,MR,22,MR22,,IM,,,,,,,,
2766,Alvron,G,D,,,0,S,,,,,MR,22,MR22,,,,,,,,,,
2767,Herowannabe,,,,,,,,Y,,,MR,22,MR22,,GM,,,,,,,,
2768,A Joe in the Bush,G,D,1,1,1,E,,,,,MR,22,MR22,,,,,,,,,,
2769,Seonid,G,D,,,0,S,,,,,MR,22,MR22,,,,,,,,,,
2770,Bridge Boy/Elithanathile,E,D,9,9,1,L,,,,,MR,22,MR22,,,,,,,,,,
2771,Paranoid King,G,D,,,0,S,,,,,MR,22,MR22,,,,,,,,,,
2772,TheMightyLopen,,,,,,,,,,Y,MR,22,MR22,,Spec,,,,,,,,
2773,Amanuensis,,,,,,,,,,Y,MR,22,MR22,,Spec,,,,,,,,
2774,Straw,G,D,1,1,1,L,,,,,MR,22,MR22,,,,,,,,,,
2775,Ecthelion,G,D,5,5,1,L,,,,,MR,22,MR22,,,,,,,,,,
2776,Frozen Mint,G,D,2,2,1,L,,,,,MR,22,MR22,,,,,,,,,,
2777,Darkness Ascendant,G,D,8,9,2,E,,,,,MR,22,MR22,,,,,,,,,,
2778,Jondesu,G,D,3,3,1,E,,,,,MR,22,MR22,,,,,,,,,,
2779,Droughtbringer,G,D,,,0,S,,,,,MR,22,MR22,,,,,,,,,,
2780,Hemalurgic Headshot,G,D,5,5,1,E,,,,,MR,22,MR22,,,,,,,,,,
2781,DeTess,G,D,2,2,1,E,,,,,MR,22,MR22,,,,,,,,,,
2782,Ornstein,E,D,6,6,1,L,,,,,MR,22,MR22,,,,,,,,,,
2783,BrightnessRadiant,G,D,6,8,2,E,,,,,MR,22,MR22,,,,,,,,,,
2784,Jedal,E,D,7,7,1,L,,,,,MR,22,MR22,,,,,,,,,,
2785,xxGaea,E,D,4,4,1,E,,,,,MR,22,MR22,,,,,,,,,,
2786,Steeldancer,E,D,3,3,1,L,,,,,MR,22,MR22,,,,,,,,,,
2787,Conatus,G,D,4,4,1,L,,,,,MR,22,MR22,,,,,,,,,,
2788,Meta,E,L,8,9,2,L,,,,,LG,34,LG34,,,,,,,,,,
2789,Alvron,,,,,,,,,Y,,LG,34,LG34,,IM,,,,,,,,
2790,Sart,E,L,8,8,1,L,,,,,LG,34,LG34,,,,,,,,,,
2791,Araris Valerian,N,W,,,0,S,,,,,LG,34,LG34,,,,,,,,,,
2792,Seonid,,,,,,,,Y,,,LG,34,LG34,,GM,,,,,,,,
2793,Orlok Tsubodai,G,W,4,4,1,L,,,,,LG,34,LG34,,,,,,,,,,
2794,Paranoid King,G,W,1,1,1,L,,,,,LG,34,LG34,,,,,,,,,,
2795,TheMightyLopen,G,W,2,2,1,E,,,,,LG,34,LG34,,,,,,,,,,
2796,Cloudjumper,G,W,6,6,1,E,,,,,LG,34,LG34,,,,,,,,,,
